,verbatimScientificName,verbatimTraitName,verbatimTraitValue,verbatimTraitValueSD,verbatimTraitValueCV,verbatimTraitValueType,verbatimTraitMethod,verbatimTraitUnit,verbatimN1,verbatimN1Unit,verbatimN2,verbatimN2Unit,Area,ShortReference,FullReference,AdditionalInfo1,AdditionalInfo2,AdditionalInfo3
269,Myotis_punicus,OvergroundRoostDependence-House,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
270,Nyctalus_lasiopterus,OvergroundRoostDependence-House,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
271,Nyctalus_leisleri,OvergroundRoostDependence-House,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
272,Nyctalus_noctula,OvergroundRoostDependence-House,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
273,Pipistrellus_kuhlii,OvergroundRoostDependence-House,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
274,Pipistrellus_nathusii,OvergroundRoostDependence-House,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
275,Pipistrellus_pipistrellus,OvergroundRoostDependence-House,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
276,Pipistrellus_pygmaeus,OvergroundRoostDependence-House,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
277,Plecotus_auritus,OvergroundRoostDependence-House,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
278,Plecotus_austriacus,OvergroundRoostDependence-House,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
279,Plecotus_kolombatovici,OvergroundRoostDependence-House,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
280,Plecotus_macrobullaris,OvergroundRoostDependence-House,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
281,Plecotus_sardus,OvergroundRoostDependence-House,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
282,Rhinolophus_blasii,OvergroundRoostDependence-House,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
283,Rhinolophus_euryale,OvergroundRoostDependence-House,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
284,Rhinolophus_ferrumequinum,OvergroundRoostDependence-House,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
285,Rhinolophus_hipposideros,OvergroundRoostDependence-House,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
286,Rhinolophus_mehelyi,OvergroundRoostDependence-House,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
287,Tadarida_teniotis,OvergroundRoostDependence-House,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
288,Vespertilio_murinus,OvergroundRoostDependence-House,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
289,Barbastella_barbastellus,OvergroundRoostDependence-Barn,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
290,Eptesicus_nilssonii,OvergroundRoostDependence-Barn,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
291,Eptesicus_serotinus,OvergroundRoostDependence-Barn,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
292,Hypsugo_savii,OvergroundRoostDependence-Barn,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
293,Miniopterus_schreibersii,OvergroundRoostDependence-Barn,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
294,Myotis_alcathoe,OvergroundRoostDependence-Barn,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
295,Myotis_bechsteinii,OvergroundRoostDependence-Barn,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
296,Myotis_blythii,OvergroundRoostDependence-Barn,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
297,Myotis_brandtii,OvergroundRoostDependence-Barn,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
298,Myotis_capaccinii,OvergroundRoostDependence-Barn,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
299,Myotis_dasycneme,OvergroundRoostDependence-Barn,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
300,Myotis_daubentonii,OvergroundRoostDependence-Barn,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
301,Myotis_emarginatus,OvergroundRoostDependence-Barn,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
302,Myotis_myotis,OvergroundRoostDependence-Barn,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Albania, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Georgia, Germany, Hungary, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, FYR Macedonia, Montenegro, Serbia, the Netherlands, Norway, Poland, Portugal, Romania, Russian Federation, Serbia, Slovakia, Slovenia, Sweden, Switzerland, Ukraine and the United Kingdom.",Marnell & Presetnik (2010),"Marnell, F. & P. Presetnik (2010): Protection of overground roosts for bats (particularly roosts in buildings of cultural heritage importance). EUROBATS Publication Series No. 4 (English version). UNEP / EUROBATS Secretariat, Bonn, Germany, 57 pp.",NA,NA,
